chosen_server,lat_8001,lat_8002,lat_8003,lat_8004,lat_8005,lat_8006,lat_8007,load_8001,load_8002,load_8003,load_8004,load_8005,load_8006,load_8007
http://localhost:8004,0.009704670999781229,0.007869657001720043,0.007263841001986293,0.006629516999964835,0.007462979996489594,0.007151265999709722,0.007076703001075657,0,0,0,0,0,0,0
http://localhost:8004,0.004576241997710895,0.004560848999972222,0.004485274999751709,0.0031775749994267244,0.004479106999497162,0.004319432002375834,0.004397741002321709,0,0,0,0,0,0,0
http://localhost:8004,0.0044787890001316555,0.0043711850012186915,0.004423326998221455,0.003265215997089399,0.004239154000970302,0.004559141998470295,0.004981992999091744,0,0,0,0,0,0,0
http://localhost:8004,0.0049873280004248954,0.004562254001939436,0.004268814001989085,0.0036473569998634048,0.004241290000209119,0.004717987998446915,0.005052246997365728,0,0,0,0,0,0,0
http://localhost:8004,0.004646776000299724,0.004590968001139117,0.004628441001841566,0.003968642999097938,0.0046894560000509955,0.004720482000266202,0.005059330000221962,0,0,0,0,0,0,0
