chosen_server,lat_8001,lat_8002,lat_8003,lat_8004,lat_8005,lat_8006,lat_8007,lat_8008,lat_8009,load_8001,load_8002,load_8003,load_8004,load_8005,load_8006,load_8007,load_8008,load_8009
http://localhost:8006,0.010181786001339788,0.00879646500106901,0.008090867999271723,0.007829281999875093,0.007886040999437682,0.006568204000359401,0.007444265000231098,0.007759000000078231,0.0076487090009322856,0,0,0,0,0,0,0,0,0
http://localhost:8009,0.0048555850007687695,0.004862699999648612,0.005090089001896558,0.004895559999567922,0.00480744300148217,0.005103145998873515,0.005243507999693975,0.004631837997294497,0.00447668199922191,0,0,0,0,0,0,0,0,0
http://localhost:8005,0.00499960700108204,0.005089080001198454,0.004881025000941008,0.004861360001086723,0.004461035998247098,0.005117691998748342,0.005503356002009241,0.004843490998609923,0.004571306002617348,0,0,0,0,0,0,0,0,0
http://localhost:8005,0.004894107998552499,0.0050222480022057425,0.004858169002545765,0.004993311998987338,0.004551788999378914,0.004699872999481158,0.004835515999729978,0.005012128996895626,0.0050163060004706495,0,0,0,0,0,0,0,0,0
http://localhost:8008,0.00507489300071029,0.0047558439982822165,0.005102459999761777,0.004946103999827756,0.004811104001419153,0.00440910599718336,0.0043452940008137375,0.004320263000408886,0.004632459000276867,0,0,0,0,0,0,0,0,0
