chosen_server,lat_8001,lat_8002,lat_8003,lat_8004,lat_8005,lat_8006,load_8001,load_8002,load_8003,load_8004,load_8005,load_8006
http://localhost:8006,0.008371858999453252,0.00784768299854477,0.007263598999998067,0.007085949000611436,0.007323473000724334,0.006502103999082465,0,0,0,0,0,0
http://localhost:8002,0.0038464790013676975,0.003706372997839935,0.00453123699844582,0.004458307001186768,0.004545932999462821,0.0046623460002592765,0,0,0,0,0,0
http://localhost:8004,0.004867805000685621,0.0046153309995133895,0.004413541999383597,0.004356323999672895,0.004623184999218211,0.00483200999951805,0,1,0,0,0,0
http://localhost:8004,0.0055192289983097,0.005456826998852193,0.005562229001952801,0.004155204998824047,0.005170193999219919,0.005015570000978187,0,0,0,0,0,0
http://localhost:8004,0.005084147000161465,0.004850400997383986,0.004999671000405215,0.003723805999470642,0.004678696997871157,0.00509863499974017,0,0,0,0,0,0
