chosen_server,lat_8001,lat_8002,lat_8003,lat_8004,lat_8005,load_8001,load_8002,load_8003,load_8004,load_8005
http://localhost:8005,0.009855576001427835,0.007738634998531779,0.007901583998318529,0.007954871998663293,0.007363590997556457,0,0,0,0,0
