strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.0054791250004200265,0.002512333001504885,3,0
latency,http://localhost:8002,0.009746832998644095,0.002727582999796141,2,0
latency,http://localhost:8002,0.0029586669988930225,0.002157124999939697,0,0
latency,http://localhost:8001,0.002073875002679415,0.002597667000372894,0,0
latency,http://localhost:8002,0.006961750001210021,0.0034591250005178154,2,0
latency,http://localhost:8001,0.0021428330001072027,0.0029133749994798563,0,0
latency,http://localhost:8001,0.0015664579987060279,0.0028015409989166074,0,0
latency,http://localhost:8002,0.007421333000820596,0.0031967079994501546,0,0
latency,http://localhost:8002,0.0011191250014235266,0.0009830000017245766,0,4
latency,http://localhost:8001,0.001220541998918634,0.0039419589993485715,3,4
