strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.013562500000261934,0.0056785410015436355,0,2
latency,http://localhost:8002,0.007663500000489876,0.007215375000669155,0,1
latency,http://localhost:8002,0.015747541998280212,0.006300459001067793,0,0
latency,http://localhost:8002,0.009151207999821054,0.00716429100066307,0,0
latency,http://localhost:8001,0.0073935840009653475,0.007806833000358893,0,0
latency,http://localhost:8002,0.014103666999289999,0.006452625002566492,0,0
latency,http://localhost:8002,0.01357366699812701,0.007030875000054948,0,0
latency,http://localhost:8001,0.0006724590020894539,0.0031826660015212838,0,0
latency,http://localhost:8001,0.0013047499996901024,0.006151999998110114,0,0
latency,http://localhost:8001,0.0008369579991267528,0.0023252909995790105,0,4
