strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.010518999999476364,0.0024506249974365346,2,2
latency-load,http://localhost:8002,0.013014375002967427,0.0022652499974356033,1,2
latency-load,http://localhost:8002,0.012478915999963647,0.0025458749987592455,1,1
latency-load,http://localhost:8002,0.007589959001052193,0.0034770839993143454,0,1
latency-load,http://localhost:8002,0.005475875001138775,0.0024577920012234244,1,1
latency-load,http://localhost:8002,0.006115542000770802,0.002130042001226684,0,1
latency-load,http://localhost:8002,0.006611916000110796,0.003344250002555782,0,0
latency-load,http://localhost:8002,0.0063653750003140885,0.005105042000650428,0,0
latency-load,http://localhost:8001,0.0013818750012433156,0.0018297919996257406,0,6
latency-load,http://localhost:8001,0.0062787499991827644,0.031381207998492755,0,8
