strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8001,0.0036867080016236287,0.0061700000005657785,0,3
latency-load,http://localhost:8001,0.0033008330028678756,0.005439041000499856,1,3
latency-load,http://localhost:8002,0.008987791999970796,0.006684125000901986,1,1
latency-load,http://localhost:8001,0.0013769999968644697,0.006639082999754464,1,0
latency-load,http://localhost:8001,0.007063584002025891,0.008555458000046201,1,0
latency-load,http://localhost:8001,0.0019313750017317943,0.006678708003164502,0,0
latency-load,http://localhost:8001,0.00333354200120084,0.007217165999463759,1,0
latency-load,http://localhost:8001,0.004280541001207894,0.008403874999203254,1,0
latency-load,http://localhost:8001,0.0005257499979052227,0.002363208001042949,0,0
latency-load,http://localhost:8001,0.004806958000699524,0.009687375000794418,1,0
