strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.011551207997399615,0.0043197080012760125,0,2
latency-load,http://localhost:8002,0.010554124997725012,0.005923790999077028,0,1
latency-load,http://localhost:8001,0.002433374997053761,0.003471834002994001,0,0
latency-load,http://localhost:8001,0.0013513750018319115,0.0036230000005161855,0,0
latency-load,http://localhost:8001,0.0017735000001266599,0.0036027500027557835,0,0
latency-load,http://localhost:8001,0.0011070000000472646,0.001289707997784717,0,0
latency-load,http://localhost:8001,0.0012487920030253008,0.0018122500005119946,0,1
latency-load,http://localhost:8001,0.0016886250014067627,0.0011268339985690545,1,2
latency-load,http://localhost:8002,0.0022049170001992024,0.0019847080002364237,2,0
latency-load,http://localhost:8002,0.002111167003022274,0.0051399580006545875,4,0
