strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.013583374999143416,0.0037819999997736886,0,0
latency-load,http://localhost:8002,0.004380082998977741,0.003377083998202579,0,0
latency-load,http://localhost:8002,0.012682791999395704,0.004622125001333188,0,1
latency-load,http://localhost:8002,0.008663541997520952,0.0033017499990819488,0,0
latency-load,http://localhost:8001,0.001235749998159008,0.00316249999741558,0,0
latency-load,http://localhost:8001,0.0020808330009458587,0.0019442919983703177,0,3
latency-load,http://localhost:8001,0.002072167000733316,0.001570417000039015,0,4
latency-load,http://localhost:8001,0.0008860830021149013,0.002361541999562178,0,3
latency-load,http://localhost:8001,0.0016064580013335217,0.00197479099733755,0,2
latency-load,http://localhost:8001,0.0032891250011743978,0.0037340829985623714,3,4
