strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8001,0.004245832999004051,0.00748599999860744,0,0
latency-load,http://localhost:8002,0.010667833001207327,0.007499542000005022,0,0
latency-load,http://localhost:8001,0.0016368329997931141,0.0018230419991596136,1,1
latency-load,http://localhost:8001,0.00177208300010534,0.0018142499975510873,1,1
latency-load,http://localhost:8002,0.002125625000189757,0.0015391669985547196,1,1
latency-load,http://localhost:8001,0.0019945000021834858,0.0014065830000618007,0,1
latency-load,http://localhost:8001,0.0013475000014295802,0.0009834580014285166,1,2
latency-load,http://localhost:8002,0.0012471660011215135,0.0009181249988614582,3,2
latency-load,http://localhost:8002,0.001352582999970764,0.0010750000001280569,5,1
latency-load,http://localhost:8002,0.0014723749991389923,0.002423916997940978,5,3
