strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8001,0.01086708299771999,0.00500224999996135,0,6
latency-load,http://localhost:8002,0.010370083000452723,0.005390874997829087,3,4
latency-load,http://localhost:8002,0.013527082999644335,0.0037829169996257406,0,6
latency-load,http://localhost:8002,0.006296459003351629,0.003795291999267647,2,1
latency-load,http://localhost:8001,0.0014283749987953342,0.003481250001641456,0,0
latency-load,http://localhost:8002,0.01068670899985591,0.007629290998011129,2,0
latency-load,http://localhost:8001,0.003227416000299854,0.005479209001350682,2,0
latency-load,http://localhost:8001,0.0018959590015583672,0.00477316600154154,0,0
latency-load,http://localhost:8001,0.0018418750005366746,0.004412457998114405,0,0
latency-load,http://localhost:8001,0.0014191250011208467,0.004076082997926278,2,3
