strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.015480957998079248,0.003952458002459025,1,1
latency,http://localhost:8001,0.002488999998604413,0.003717583000252489,0,1
latency,http://localhost:8002,0.014321832997666206,0.0044554579981195275,2,1
latency,http://localhost:8002,0.007979792000696762,0.003983624999818858,2,1
latency,http://localhost:8002,0.010654624999006046,0.005039332998421742,1,0
latency,http://localhost:8002,0.018862417000491405,0.004817457996978192,1,0
latency,http://localhost:8002,0.017703749999782303,0.005485165998834418,0,0
latency,http://localhost:8001,0.0013124590004736092,0.0014583330012101214,0,4
latency,http://localhost:8001,0.0008648749972053338,0.0029775410002912395,0,3
latency,http://localhost:8001,0.01577841700054705,0.03178354100236902,0,6
