strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.012661040997045347,0.004710666999017121,2,4
latency,http://localhost:8002,0.015502624999498948,0.005854332997841993,1,2
latency,http://localhost:8002,0.01112250000005588,0.00562004200037336,1,2
latency,http://localhost:8002,0.013347415999305667,0.005111750000651227,0,2
latency,http://localhost:8001,0.002779791997454595,0.0048596250016998965,0,2
latency,http://localhost:8002,0.015829915999347577,0.005368083002394997,1,1
latency,http://localhost:8001,0.0034349579982517753,0.005810375001601642,0,1
latency,http://localhost:8002,0.017085333001887193,0.007277415999851655,0,1
latency,http://localhost:8002,0.014500124998448882,0.006963166997593362,0,0
latency,http://localhost:8001,0.002649292000569403,0.003540707999491133,2,4
