strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.009073958000954008,0.002673208997293841,0,0
latency,http://localhost:8002,0.017808625001634937,0.0023889590011094697,0,0
latency,http://localhost:8002,0.013670832999196136,0.005096833003335632,5,0
latency,http://localhost:8001,0.0016157079990080092,0.002612083997519221,0,0
latency,http://localhost:8002,0.016545833997952286,0.003041624997422332,0,0
latency,http://localhost:8002,0.01743858299960266,0.0032007909976528026,0,0
latency,http://localhost:8002,0.010617083000397542,0.003029915998922661,0,0
latency,http://localhost:8001,0.0010216669979854487,0.0014880420021654572,0,4
latency,http://localhost:8001,0.005846457999723498,0.03225337500043679,0,6
latency,http://localhost:8001,0.016316666999045992,0.032532124998397194,0,6
