strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.00985574999867822,0.0033984170004259795,0,1
latency,http://localhost:8002,0.009506375001365086,0.002311249998456333,1,1
latency,http://localhost:8002,0.010461624999152264,0.0021631250019709114,0,0
latency,http://localhost:8002,0.004771874999278225,0.004185249999864027,1,0
latency,http://localhost:8001,0.0024837080018187407,0.0029007500015723053,1,0
latency,http://localhost:8001,0.003188499998941552,0.0037240839992591646,0,1
latency,http://localhost:8001,0.0023146249986893963,0.0036068330009584315,0,1
latency,http://localhost:8002,0.003086458000325365,0.002892792002967326,0,4
latency,http://localhost:8002,0.0030682920005347114,0.001151332999143051,3,4
latency,http://localhost:8002,0.010729833000368671,0.004237832999933744,2,5
