strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.0016285419987980276,0.0020801249993382953,3,0
latency-load,http://localhost:8002,0.0035103339978377335,0.0013755420004599728,0,0
latency-load,http://localhost:8002,0.008030832999793347,0.003797082998062251,3,0
latency-load,http://localhost:8002,0.003228250003303401,0.001730374999169726,1,0
latency-load,http://localhost:8002,0.002319125000212807,0.0019024579996766988,1,0
latency-load,http://localhost:8002,0.0029042919995845295,0.0017858329993032385,0,0
latency-load,http://localhost:8002,0.0032855839999683667,0.0028558749982039444,1,0
latency-load,http://localhost:8001,0.0016336250009771902,0.0011628329993982334,0,3
latency-load,http://localhost:8001,0.001635124997847015,0.0013092919980408624,0,2
latency-load,http://localhost:8001,0.0009768749987415504,0.0015608329995302483,0,4
