strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.006648459002462914,0.002263082998979371,0,2
latency-load,http://localhost:8002,0.0053937090015097056,0.002187624999351101,0,1
latency-load,http://localhost:8001,0.0021689579989470076,0.0028310839988989756,0,1
latency-load,http://localhost:8002,0.010666791000403464,0.0028584169995156117,2,1
latency-load,http://localhost:8002,0.004662333998567192,0.002458958002534928,0,1
latency-load,http://localhost:8002,0.012275250002858229,0.0024991670034069102,0,0
latency-load,http://localhost:8002,0.004343666001659585,0.0025574170031177346,0,0
latency-load,http://localhost:8002,0.0132204580004327,0.003524457999446895,0,1
latency-load,http://localhost:8001,0.0007130420017347205,0.001981999997951789,0,1
latency-load,http://localhost:8001,0.00384512500022538,0.002420791999611538,2,7
