strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.01499504100138438,0.0062095419998513535,1,2
latency,http://localhost:8002,0.01054354200095986,0.005439666001620935,0,0
latency,http://localhost:8002,0.013254041998152388,0.0065414170021540485,0,0
latency,http://localhost:8001,0.0018706249975366518,0.0053510840007220395,0,0
latency,http://localhost:8002,0.008610291999502806,0.0065198750016861595,0,0
latency,http://localhost:8002,0.008369540999410674,0.006525665998196928,0,0
latency,http://localhost:8002,0.009889000000839587,0.006888874999276595,0,0
latency,http://localhost:8001,0.00516220800273004,0.006137957996543264,0,0
latency,http://localhost:8002,0.014037500000995351,0.007116749999113381,0,0
latency,http://localhost:8001,0.0006200419993547257,0.03251895900029922,0,6
