strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.01327287499952945,0.00524487499933457,1,2
latency-load,http://localhost:8002,0.01504666700202506,0.004355291999672772,0,3
latency-load,http://localhost:8002,0.01661575000252924,0.005909916002565296,4,2
latency-load,http://localhost:8001,0.0025799169998208527,0.006507458001578925,0,0
latency-load,http://localhost:8002,0.0127457089984091,0.006425374998798361,0,0
latency-load,http://localhost:8001,0.004485375000513159,0.006420042001991533,0,0
latency-load,http://localhost:8001,0.0007456660023308359,0.0031999169987102505,0,0
latency-load,http://localhost:8002,0.016887333000340732,0.007783707998896716,1,0
latency-load,http://localhost:8001,0.0007507090012950357,0.0031338329972641077,0,0
latency-load,http://localhost:8001,0.0005500839979504235,0.0019838749976770487,0,0
