strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.006353832999593578,0.004106875003344612,0,0
latency,http://localhost:8002,0.006541250000736909,0.004153624999162275,0,0
