strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.013577916000940604,0.0034666250030568335,3,5
latency,http://localhost:8002,0.01255995799874654,0.002617582998936996,0,1
latency,http://localhost:8002,0.010663000000931788,0.0028963749973627273,0,2
latency,http://localhost:8002,0.004444000001967652,0.0035355420004634652,0,1
latency,http://localhost:8002,0.006440167002438102,0.005162042001757072,1,1
latency,http://localhost:8001,0.0022339170027407818,0.0022503339969262015,0,1
latency,http://localhost:8002,0.01079908300016541,0.004174707999482052,0,1
latency,http://localhost:8001,0.0015252090015565045,0.0030179580026015174,0,2
latency,http://localhost:8001,0.0019604170011007227,0.0026615830029186327,0,2
latency,http://localhost:8001,0.000593916996876942,0.0022268329994403757,0,2
