strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.009409916998265544,0.002757582999038277,0,0
latency-load,http://localhost:8002,0.001791416998457862,0.0013150830018275883,1,0
latency-load,http://localhost:8002,0.0017942909980774857,0.001946416999999201,2,1
latency-load,http://localhost:8001,0.0019219999994675163,0.0017612919982639141,0,2
latency-load,http://localhost:8002,0.0020100829970033374,0.0018895000030170195,1,1
latency-load,http://localhost:8001,0.003273792000982212,0.001862334000179544,0,3
latency-load,http://localhost:8001,0.0016619170019112062,0.001747916998283472,1,4
latency-load,http://localhost:8001,0.001184542001283262,0.00110408300315612,0,3
latency-load,http://localhost:8001,0.0011411249979573768,0.0015378329990198836,0,3
latency-load,http://localhost:8001,0.0014376250001078006,0.0020597919974534307,0,3
