strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency-load,http://localhost:8002,0.006745624999894062,0.0027568750010686927,0,2
latency-load,http://localhost:8002,0.018073167000693502,0.003198250000423286,0,0
latency-load,http://localhost:8002,0.016853166001965292,0.003266957999585429,0,0
latency-load,http://localhost:8002,0.005379334001190728,0.003240582998842001,0,0
latency-load,http://localhost:8002,0.009486416001891484,0.0035110829994664527,0,0
latency-load,http://localhost:8002,0.014414458000828745,0.0037726670016127173,0,0
latency-load,http://localhost:8001,0.0005174170000827871,0.0019723749974218663,0,0
latency-load,http://localhost:8001,0.01750520899804542,0.03231666699866764,0,6
latency-load,http://localhost:8001,0.01472624999951222,0.031930208002449945,1,6
latency-load,http://localhost:8001,0.0017578750012035016,0.0325675840031181,0,6
