strategy,chosen_server,lat_8001,lat_8002,load_8001,load_8002
latency,http://localhost:8002,0.01468820900117862,0.005402875001891516,1,4
latency,http://localhost:8002,0.012788957999873674,0.00944695899670478,0,3
latency,http://localhost:8002,0.014123665998340584,0.009860707999905571,1,2
latency,http://localhost:8002,0.009987249999539927,0.00972166700012167,0,1
latency,http://localhost:8001,0.009340958000393584,0.010424209001939744,0,0
latency,http://localhost:8002,0.011439709000114817,0.008559499998227693,0,0
latency,http://localhost:8001,0.0012988340022275224,0.00871404099962092,0,1
latency,http://localhost:8001,0.0075790840019180905,0.010441499998705694,0,0
latency,http://localhost:8001,0.007045374997687759,0.011326791998726549,0,0
latency,http://localhost:8001,0.001180416002171114,0.009718332999909762,0,0
