chosen_server,lat_8001,load_8001
http://localhost:8001,0.009553456999128684,0
http://localhost:8001,0.004846242998610251,0
http://localhost:8001,0.0058931759995175526,2
http://localhost:8001,0.006064274999516783,2
http://localhost:8001,0.00510516199938138,1
